index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
155,46.0,56,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,107.84,15013.0,2013-01-09 00:00:00,2.0,2015-05-19 21:12:51,2015-06-20 21:12:51,373.49,386.65,0
156,51.0,92,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,55.03,15561.0,2016-01-01 00:00:00,0.0,,,209.96,209.96,1
157,46.0,23,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,42.24,25041.0,1995-12-20 00:00:00,3.0,1997-05-09 08:16:54,1997-07-16 08:16:54,213.2,249.34,0
158,43.0,42,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,54.94,18703.0,2000-09-09 00:00:00,0.0,,,191.78,192.21,0
159,35.0,2A,Agriculteurs exploitants,Appartement,Propriétaire,70.21,17792.0,2010-12-09 00:00:00,1.0,2015-05-21 15:01:13,2015-08-18 15:01:13,214.98,215.85,0
160,45.0,84,Inactifs,Appartement,Locataire,68.83,21266.0,2004-10-03 00:00:00,1.0,2005-04-28 04:12:01,2005-04-29 04:12:01,206.85,215.26,0
161,68.0,15,Agriculteurs exploitants,Appartement,Locataire,71.75,26533.0,2003-10-24 00:00:00,1.0,2005-04-07 19:45:44,2005-04-23 19:45:44,221.9,225.84,0
162,55.0,15,Agriculteurs exploitants,Appartement,Occupant à titre gratuit,69.95,24838.0,2018-07-05 00:00:00,3.0,2019-01-30 17:11:57,2019-01-31 17:11:57,219.45,241.76,0
163,34.0,04,Cadres et professions intellectuelles supérieures,Appartement,Locataire,71.1,33739.0,1998-08-26 00:00:00,0.0,,,225.54,226.91,0
164,38.0,93,Inactifs,Appartement,Propriétaire,76.43,16261.0,2009-03-29 00:00:00,0.0,,,217.16,218.09,0
165,43.0,38,Agriculteurs exploitants,Maison,Propriétaire,108.29,15554.0,2004-01-21 00:00:00,2.0,2006-12-16 16:08:20,2006-12-17 16:08:20,392.44,464.87,1
166,28.0,95,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,133.26,33813.0,2001-07-15 00:00:00,3.0,2006-06-23 03:26:14,2006-06-24 03:26:14,381.87,409.64,1
167,53.0,94,Employés,Appartement,Occupant à titre gratuit,88.05,14047.0,2006-12-29 00:00:00,2.0,2009-08-10 20:15:22,2009-08-11 20:15:22,207.52,207.72,0
168,43.0,12,Ouvriers,Appartement,Locataire,63.89,21597.0,2018-12-13 00:00:00,1.0,2019-11-08 13:40:54,2019-11-09 13:40:54,199.86,206.09,0
169,55.0,11,Agriculteurs exploitants,Maison,Propriétaire,142.06,14815.0,2019-03-17 00:00:00,1.0,2019-10-11 05:15:12,2020-02-20 05:15:12,352.95,371.91,0
170,47.0,82,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,65.87,29869.0,2000-07-28 00:00:00,2.0,2000-07-30 02:48:36,2000-09-13 02:48:36,214.4,214.46,0
171,45.0,77,Employés,Maison,Locataire,134.49,24413.0,2018-12-05 00:00:00,1.0,2019-10-01 06:13:04,2019-10-26 06:13:04,358.46,360.7,0
172,40.0,93,Cadres et professions intellectuelles supérieures,Maison,Locataire,116.91,13625.0,2000-02-05 00:00:00,2.0,2003-12-04 12:26:29,2004-01-05 12:26:29,374.41,419.08,0
173,35.0,71,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,85.29,18437.0,2009-05-09 00:00:00,2.0,2012-02-09 08:47:42,2012-02-10 08:47:42,214.6,230.43,1
174,49.0,05,Employés,Appartement,Propriétaire,63.28,41868.0,1998-02-23 00:00:00,2.0,1999-10-03 14:43:06,2000-02-01 14:43:06,226.52,227.78,1
175,41.0,93,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,65.4,19176.0,2011-05-22 00:00:00,3.0,2012-08-24 04:55:35,2012-12-08 04:55:35,397.63,477.4,0
176,38.0,973,Employés,Appartement,Locataire,45.59,27520.0,2013-09-04 00:00:00,3.0,2016-07-20 14:02:08,2016-07-21 14:02:08,227.8,261.32,0
177,46.0,76,Agriculteurs exploitants,Maison,Locataire,117.8,11342.0,2013-09-12 00:00:00,3.0,2017-11-13 02:25:50,2017-11-14 02:25:50,344.04,407.63,0
178,39.0,40,Employés,Maison,Locataire,142.84,17477.0,2010-07-11 00:00:00,2.0,2011-01-15 18:28:09,2011-02-13 18:28:09,370.95,376.42,0
179,28.0,17,Inactifs,Maison,Locataire,107.8,36409.0,2000-05-02 00:00:00,1.0,2002-09-26 05:24:56,2002-09-27 05:24:56,338.11,352.04,0
180,37.0,11,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,134.16,26848.0,2012-06-14 00:00:00,1.0,2014-07-14 10:19:08,2014-07-15 10:19:08,345.25,349.64,0
181,64.0,43,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,99.35,30435.0,2011-05-19 00:00:00,2.0,2014-06-10 06:03:12,2014-06-11 06:03:12,374.54,381.49,0
182,26.0,62,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,75.07,23824.0,2007-04-22 00:00:00,3.0,2009-08-27 15:06:04,2009-10-29 15:06:04,210.51,226.1,0
183,59.0,78,Agriculteurs exploitants,Maison,Locataire,122.2,37976.0,2015-08-01 00:00:00,3.0,2016-09-23 00:59:18,2016-10-19 00:59:18,359.03,417.37,0
184,68.0,90,Ouvriers,Maison,Locataire,138.85,14524.0,1998-06-21 00:00:00,2.0,2003-01-06 04:25:24,2003-03-11 04:25:24,356.49,365.64,0
185,37.0,93,Employés,Appartement,Locataire,67.3,29256.0,2005-12-04 00:00:00,0.0,,,214.26,214.71,0
186,18.0,91,Cadres et professions intellectuelles supérieures,Appartement,Locataire,54.48,25074.0,1997-03-12 00:00:00,1.0,1999-08-22 15:29:15,1999-09-25 15:29:15,217.91,218.92,0
187,64.0,92,Ouvriers,Maison,Locataire,107.22,11087.0,2014-05-17 00:00:00,2.0,2014-08-31 19:16:24,2014-09-01 19:16:24,341.52,347.91,0
188,54.0,75,Ouvriers,Maison,Propriétaire,118.17,11545.0,2015-02-06 00:00:00,0.0,,,366.85,368.99,1
189,26.0,71,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,127.31,7519.0,2014-01-04 00:00:00,2.0,2014-12-05 15:04:49,2014-12-18 15:04:49,361.31,362.02,0
190,44.0,05,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,65.45,25633.0,2016-12-04 00:00:00,3.0,2017-07-31 22:30:29,2017-09-27 22:30:29,231.08,268.9,1
191,58.0,92,Cadres et professions intellectuelles supérieures,Appartement,Locataire,73.01,24862.0,2013-06-25 00:00:00,2.0,2017-03-24 11:30:55,2017-05-11 11:30:55,208.56,220.65,1
192,15.0,38,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,50.86,15802.0,2012-11-05 00:00:00,1.0,2013-01-13 23:01:29,2013-02-10 23:01:29,192.08,197.19,1
193,38.0,72,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,114.47,21242.0,2018-12-30 00:00:00,1.0,2019-05-14 19:16:23,2019-06-11 19:16:23,371.63,376.66,0
194,15.0,56,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,77.54,48116.0,1997-03-19 00:00:00,2.0,2000-02-09 03:13:37,2000-02-10 03:13:37,223.89,255.25,0
195,64.0,972,Agriculteurs exploitants,Appartement,Occupant à titre gratuit,69.74,21667.0,2003-08-04 00:00:00,1.0,2006-04-15 11:59:30,2006-05-25 11:59:30,210.75,211.2,0
196,41.0,57,Employés,Appartement,Locataire,86.57,12887.0,1998-11-25 00:00:00,2.0,1999-12-30 09:27:28,2000-02-26 09:27:28,214.64,215.31,0
197,33.0,93,Employés,Appartement,Propriétaire,59.83,21562.0,2009-03-31 00:00:00,2.0,2009-05-30 05:56:11,2009-06-25 05:56:11,235.85,240.59,1
198,54.0,88,Employés,Appartement,Locataire,72.7,17961.0,1998-05-27 00:00:00,2.0,1999-12-22 06:40:54,2000-02-18 06:40:54,213.91,220.5,0
199,43.0,94,Inactifs,Appartement,Locataire,71.48,36329.0,2008-02-22 00:00:00,1.0,2009-01-02 02:54:04,2009-03-09 02:54:04,206.84,209.54,0
200,33.0,77,Employés,Appartement,Locataire,46.66,24508.0,2017-03-28 00:00:00,3.0,2017-04-27 09:38:42,2017-05-27 09:38:42,206.04,248.41,0
201,41.0,94,"Artisans, commerçants, chefs d'entreprise",Appartement,Occupant à titre gratuit,69.16,26200.0,2005-12-07 00:00:00,1.0,2010-06-19 06:23:55,2010-08-24 06:23:55,212.85,213.37,0
202,20.0,14,Agriculteurs exploitants,Maison,Locataire,112.72,18610.0,2005-02-09 00:00:00,1.0,2009-07-23 01:58:14,2009-07-24 01:58:14,384.97,385.06,0
203,57.0,78,Ouvriers,Maison,Propriétaire,130.92,30869.0,2002-02-26 00:00:00,0.0,,,358.46,358.46,0
204,15.0,2A,Ouvriers,Appartement,Propriétaire,85.08,8734.0,2013-01-20 00:00:00,2.0,2014-12-06 03:39:46,2015-02-05 03:39:46,208.69,214.08,0
205,57.0,21,Employés,Appartement,Propriétaire,97.41,42162.0,2003-04-11 00:00:00,0.0,,,210.02,211.0,1
206,38.0,94,Employés,Maison,Locataire,173.97,32484.0,1998-03-13 00:00:00,1.0,2002-01-14 13:15:41,2002-02-10 13:15:41,387.05,391.93,0
207,50.0,78,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,100.94,18797.0,2006-05-05 00:00:00,1.0,2007-05-08 20:47:16,2007-06-26 20:47:16,340.28,343.53,1
208,35.0,03,Employés,Appartement,Locataire,68.35,19073.0,1998-06-03 00:00:00,2.0,2001-05-29 09:42:37,2001-06-27 09:42:37,194.11,200.79,0
209,73.0,30,Employés,Maison,Locataire,112.42,30919.0,2000-05-28 00:00:00,1.0,2002-12-30 06:45:18,2003-03-11 06:45:18,338.99,341.37,0
210,18.0,94,Agriculteurs exploitants,Maison,Locataire,138.52,19954.0,1997-01-16 00:00:00,2.0,1997-08-22 08:57:26,1997-08-23 08:57:26,363.44,385.65,0
211,22.0,31,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,70.2,18048.0,2007-10-09 00:00:00,1.0,2010-02-09 02:50:07,2010-04-06 02:50:07,239.12,239.14,0
212,19.0,95,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,87.51,22759.0,2018-02-02 00:00:00,0.0,,,193.21,194.18,0
213,19.0,41,Employés,Appartement,Locataire,75.84,33893.0,1998-03-11 00:00:00,1.0,1998-11-03 08:44:26,1998-12-04 08:44:26,208.27,211.78,0
214,25.0,70,Employés,Maison,Propriétaire,146.74,25453.0,1999-05-25 00:00:00,0.0,,,420.5,421.33,0
215,15.0,78,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,72.67,23406.0,1996-05-20 00:00:00,3.0,1998-12-19 17:28:50,1998-12-20 17:28:50,228.15,243.07,1
216,54.0,93,Ouvriers,Maison,Locataire,96.44,11260.0,1999-10-27 00:00:00,0.0,,,363.0,364.13,1
217,62.0,11,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,92.79,15415.0,2006-05-19 00:00:00,3.0,2009-03-18 13:53:28,2009-05-09 13:53:28,328.5,333.76,0
218,45.0,34,Cadres et professions intellectuelles supérieures,Appartement,Locataire,70.96,16542.0,2005-12-16 00:00:00,2.0,2007-10-23 16:41:59,2007-10-24 16:41:59,245.74,267.09,0
219,39.0,08,Agriculteurs exploitants,Appartement,Locataire,49.07,27484.0,2007-04-23 00:00:00,1.0,2009-12-21 04:59:06,2010-01-31 04:59:06,228.24,233.92,0
220,25.0,84,Cadres et professions intellectuelles supérieures,Maison,Locataire,103.33,24390.0,2003-02-25 00:00:00,0.0,,,377.56,383.33,0
221,16.0,21,Agriculteurs exploitants,Appartement,Propriétaire,85.48,18372.0,2020-01-16 00:00:00,1.0,2020-02-11 03:44:01,2020-02-15 03:44:01,217.57,218.21,0
222,26.0,77,Ouvriers,Appartement,Locataire,69.56,15853.0,2013-01-18 00:00:00,2.0,2014-10-30 22:06:21,2015-02-17 22:06:21,212.39,225.3,0
223,15.0,75,Agriculteurs exploitants,Maison,Propriétaire,107.85,34184.0,2006-10-21 00:00:00,1.0,2009-02-21 15:31:42,2009-04-30 15:31:42,353.08,368.63,1
224,46.0,15,Employés,Maison,Locataire,179.78,19834.0,2011-12-31 00:00:00,1.0,2015-12-12 20:04:08,2016-03-20 20:04:08,352.17,356.08,0
225,48.0,94,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,111.05,14011.0,2005-11-05 00:00:00,2.0,2006-06-26 06:58:37,2006-07-24 06:58:37,345.89,354.76,0
226,63.0,32,Ouvriers,Maison,Propriétaire,99.22,21327.0,2007-12-06 00:00:00,2.0,2010-07-01 08:57:30,2010-10-02 08:57:30,354.89,374.02,1
227,34.0,77,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,155.17,32347.0,2004-10-07 00:00:00,0.0,,,387.18,387.46,0
228,56.0,93,Employés,Appartement,Locataire,75.22,16826.0,1998-01-17 00:00:00,2.0,1998-12-19 12:13:58,1999-03-11 12:13:58,226.85,241.68,0
229,31.0,92,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,88.14,18456.0,2020-11-22 00:00:00,0.0,,,228.41,229.32,0
230,56.0,18,Ouvriers,Appartement,Propriétaire,75.14,12711.0,2005-03-28 00:00:00,3.0,2008-04-10 16:13:04,2008-04-11 16:13:04,216.08,240.44,0
231,48.0,60,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,51.07,34178.0,1997-06-27 00:00:00,1.0,1998-11-29 12:34:26,1999-03-13 12:34:26,231.9,252.67,1
232,30.0,45,Agriculteurs exploitants,Appartement,Locataire,75.8,18004.0,2017-11-18 00:00:00,2.0,2020-11-24 02:30:19,2020-12-11 02:30:19,230.29,243.82,0
233,39.0,91,Agriculteurs exploitants,Maison,Propriétaire,97.13,9676.0,1996-08-05 00:00:00,1.0,1997-01-18 00:34:28,1997-05-02 00:34:28,349.24,355.08,0
234,47.0,30,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,90.56,8934.0,1998-04-13 00:00:00,0.0,,,220.15,220.23,0
235,77.0,2B,Employés,Maison,Locataire,80.01,23868.0,2005-02-02 00:00:00,1.0,2007-11-15 22:15:40,2008-01-02 22:15:40,359.87,360.22,0
236,71.0,2B,Employés,Maison,Locataire,83.07,14269.0,1998-07-14 00:00:00,4.0,1999-08-22 12:24:07,1999-12-16 12:24:07,373.43,510.49,1
237,50.0,83,Employés,Maison,Locataire,124.15,22441.0,2016-05-23 00:00:00,2.0,2018-08-29 04:40:35,2018-08-30 04:40:35,404.86,424.95,0
238,19.0,19,Employés,Appartement,Locataire,74.3,42130.0,2016-07-24 00:00:00,1.0,2019-02-26 07:22:30,2019-02-27 07:22:30,248.39,255.66,0
239,30.0,06,Inactifs,Appartement,Locataire,51.3,7679.0,2016-08-27 00:00:00,2.0,2020-03-02 05:10:23,2020-03-30 05:10:23,201.67,207.4,0
240,28.0,01,Employés,Maison,Occupant à titre gratuit,135.77,18590.0,2011-03-09 00:00:00,2.0,2014-11-06 14:43:10,2014-11-07 14:43:10,403.2,450.84,1
241,30.0,95,Employés,Appartement,Locataire,87.51,40905.0,2011-07-25 00:00:00,0.0,,,219.09,224.54,1
242,51.0,80,Employés,Maison,Locataire,78.34,18557.0,2016-02-08 00:00:00,2.0,2018-06-16 05:19:30,2018-07-23 05:19:30,336.58,337.35,0
243,33.0,08,Inactifs,Appartement,Propriétaire,76.96,14132.0,2012-05-06 00:00:00,3.0,2015-06-26 09:56:58,2015-06-27 09:56:58,234.99,270.38,0
244,50.0,75,Employés,Appartement,Locataire,68.43,24776.0,2000-07-12 00:00:00,4.0,2002-02-22 02:47:02,2002-06-04 02:47:02,194.34,243.23,0
245,59.0,53,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,69.09,28152.0,2004-06-21 00:00:00,1.0,2006-05-03 15:41:45,2006-05-26 15:41:45,221.69,227.78,0
246,38.0,91,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,101.7,23269.0,2017-08-04 00:00:00,1.0,2020-03-13 05:11:27,2020-04-15 05:11:27,364.87,381.24,1
247,45.0,37,Employés,Appartement,Locataire,77.48,42119.0,2007-12-01 00:00:00,2.0,2008-06-22 05:20:43,2008-07-30 05:20:43,242.7,268.27,0
248,55.0,03,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,126.86,17263.0,2008-10-07 00:00:00,3.0,2011-04-17 12:48:21,2011-07-05 12:48:21,379.18,451.57,0
249,69.0,974,Employés,Appartement,Propriétaire,68.09,6704.0,2018-11-21 00:00:00,3.0,2020-01-30 15:05:53,2020-01-31 15:05:53,209.73,216.4,0
250,49.0,90,Ouvriers,Maison,Propriétaire,91.4,14271.0,2007-11-23 00:00:00,1.0,2012-02-13 23:32:32,2012-02-16 23:32:32,410.91,413.76,1
251,35.0,36,Agriculteurs exploitants,Appartement,Locataire,98.83,19616.0,1996-01-19 00:00:00,1.0,1998-07-03 23:20:10,1998-07-04 23:20:10,205.2,208.19,0
252,55.0,75,Cadres et professions intellectuelles supérieures,Appartement,Locataire,53.86,26262.0,2000-12-13 00:00:00,0.0,,,235.38,236.12,0
253,46.0,78,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.18,30205.0,2003-07-30 00:00:00,2.0,2005-07-02 15:46:56,2005-07-03 15:46:56,219.61,244.03,0
254,39.0,01,Employés,Maison,Locataire,107.72,37980.0,2008-04-17 00:00:00,3.0,2012-04-01 04:39:22,2012-05-05 04:39:22,377.68,455.17,0
255,15.0,48,Employés,Appartement,Propriétaire,72.6,29403.0,2009-06-03 00:00:00,1.0,2011-10-25 14:53:20,2011-12-03 14:53:20,227.71,227.88,0
256,19.0,15,Employés,Appartement,Locataire,89.57,18465.0,2006-02-20 00:00:00,1.0,2006-08-12 22:33:58,2006-08-17 22:33:58,240.22,240.79,0
257,40.0,84,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,70.73,18479.0,1995-06-30 00:00:00,1.0,2000-03-24 15:37:57,2000-07-22 15:37:57,227.52,240.62,1
258,45.0,03,Employés,Maison,Locataire,131.73,23320.0,2002-04-30 00:00:00,2.0,2004-12-30 23:24:46,2004-12-31 23:24:46,334.48,347.09,0
259,40.0,77,Cadres et professions intellectuelles supérieures,Maison,Locataire,105.68,19942.0,2001-12-08 00:00:00,2.0,2002-11-14 10:10:02,2003-02-28 10:10:02,372.5,393.37,0
260,33.0,42,Employés,Appartement,Locataire,47.5,11762.0,2015-08-16 00:00:00,0.0,,,248.7,248.71,0
261,43.0,56,Agriculteurs exploitants,Appartement,Locataire,53.98,23599.0,1997-10-06 00:00:00,3.0,1998-12-06 16:11:47,1998-12-13 16:11:47,227.28,258.99,0
262,59.0,26,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,69.15,26934.0,1996-06-17 00:00:00,1.0,1997-11-19 18:18:04,1998-01-20 18:18:04,225.08,236.47,0
263,39.0,40,Agriculteurs exploitants,Appartement,Locataire,87.95,30034.0,2009-11-10 00:00:00,0.0,,,216.58,218.5,0
264,39.0,82,Agriculteurs exploitants,Maison,Locataire,126.1,19858.0,1998-10-24 00:00:00,2.0,2002-08-03 17:18:59,2002-09-26 17:18:59,395.12,455.74,0
265,49.0,91,Agriculteurs exploitants,Appartement,Propriétaire,84.21,30759.0,2019-01-18 00:00:00,3.0,2020-06-04 17:13:24,2020-06-05 17:13:24,219.68,229.95,0
266,58.0,77,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,80.41,49803.0,2016-05-30 00:00:00,2.0,2018-04-07 01:14:14,2018-04-08 01:14:14,356.2,373.87,0
267,15.0,06,Inactifs,Maison,Locataire,93.71,30696.0,2008-12-15 00:00:00,3.0,2013-11-13 03:29:16,2013-12-20 03:29:16,323.95,439.04,0
268,22.0,94,Employés,Appartement,Locataire,72.86,9127.0,2016-08-11 00:00:00,3.0,2017-10-08 06:55:40,2018-01-20 06:55:40,205.99,278.7,1
269,60.0,24,Inactifs,Appartement,Propriétaire,79.15,20728.0,1998-01-28 00:00:00,3.0,1999-04-29 02:59:20,1999-06-04 02:59:20,234.88,242.34,0
270,44.0,56,Employés,Appartement,Propriétaire,88.58,22890.0,2011-08-16 00:00:00,0.0,,,224.82,233.2,0
271,40.0,65,Agriculteurs exploitants,Appartement,Locataire,73.26,16054.0,2015-12-19 00:00:00,1.0,2016-07-28 13:08:23,2016-12-30 13:08:23,221.91,221.93,0
272,27.0,35,Inactifs,Appartement,Propriétaire,65.06,16744.0,2017-05-07 00:00:00,2.0,2018-12-09 13:37:03,2019-02-11 13:37:03,226.15,228.12,0
273,62.0,2A,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,56.78,27592.0,2012-11-14 00:00:00,3.0,2017-10-19 13:17:08,2017-10-20 13:17:08,208.89,232.02,0
274,30.0,61,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,90.7,28314.0,2000-09-16 00:00:00,2.0,2004-05-02 23:37:59,2004-05-03 23:37:59,182.21,197.67,0
275,61.0,40,Employés,Appartement,Propriétaire,63.95,20828.0,2000-04-18 00:00:00,3.0,2004-01-25 17:05:04,2004-02-25 17:05:04,215.71,259.62,1
276,38.0,92,Agriculteurs exploitants,Maison,Locataire,68.99,36090.0,2010-01-29 00:00:00,1.0,2010-03-19 13:56:52,2010-04-01 13:56:52,428.86,436.54,0
277,69.0,92,Agriculteurs exploitants,Maison,Locataire,147.03,11556.0,2014-03-29 00:00:00,3.0,2016-04-26 05:22:59,2016-04-27 05:22:59,396.55,411.85,0
278,61.0,30,Agriculteurs exploitants,Appartement,Locataire,74.04,11780.0,2020-03-26 00:00:00,0.0,,,200.67,201.01,0
279,28.0,78,Employés,Maison,Locataire,98.79,31383.0,2000-05-24 00:00:00,2.0,2003-11-01 17:16:30,2004-02-08 17:16:30,389.23,417.0,0
280,57.0,93,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,51.49,17168.0,2010-07-14 00:00:00,0.0,,,223.79,225.81,0
281,40.0,95,Employés,Maison,Locataire,124.66,28291.0,1997-05-18 00:00:00,2.0,1997-06-04 08:59:22,1997-09-20 08:59:22,403.5,422.17,0
282,34.0,26,Employés,Appartement,Locataire,52.69,10679.0,2008-03-17 00:00:00,3.0,2013-03-01 11:48:52,2013-06-10 11:48:52,222.44,233.52,0
283,46.0,06,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,65.06,21164.0,1998-11-22 00:00:00,1.0,1999-08-12 03:22:39,1999-10-29 03:22:39,223.68,225.7,0
284,23.0,46,Cadres et professions intellectuelles supérieures,Appartement,Locataire,79.62,44553.0,2013-04-05 00:00:00,0.0,,,218.89,219.43,0
285,26.0,63,Agriculteurs exploitants,Appartement,Locataire,62.08,9692.0,1996-02-11 00:00:00,1.0,2001-01-18 15:33:03,2001-02-24 15:33:03,198.48,210.97,0
286,38.0,973,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,79.59,18209.0,2010-08-05 00:00:00,1.0,2015-01-22 18:19:13,2015-01-23 18:19:13,212.76,217.35,0
287,43.0,15,Employés,Maison,Propriétaire,95.35,31878.0,2000-05-02 00:00:00,1.0,2003-11-26 21:10:58,2003-12-22 21:10:58,366.1,366.34,0
288,41.0,71,Employés,Appartement,Locataire,105.68,19782.0,2008-12-31 00:00:00,2.0,2012-07-20 20:20:05,2012-08-12 20:20:05,230.12,263.29,0
289,39.0,68,Agriculteurs exploitants,Appartement,Locataire,77.56,21810.0,2009-01-11 00:00:00,1.0,2014-01-02 04:21:37,2014-02-08 04:21:37,196.23,196.3,0
290,28.0,34,Employés,Appartement,Locataire,71.43,24774.0,2014-12-21 00:00:00,1.0,2015-03-06 06:17:37,2015-04-08 06:17:37,226.57,226.75,0
291,27.0,77,Employés,Appartement,Locataire,85.58,16988.0,2014-01-21 00:00:00,2.0,2018-01-11 20:45:35,2018-02-14 20:45:35,228.48,228.48,0
292,45.0,85,Agriculteurs exploitants,Appartement,Locataire,76.38,41370.0,2009-12-04 00:00:00,2.0,2010-11-03 03:56:36,2011-01-15 03:56:36,232.02,234.25,0
293,52.0,57,Ouvriers,Appartement,Locataire,75.36,19187.0,2020-07-10 00:00:00,1.0,2020-08-18 11:49:32,2020-11-29 11:49:32,207.76,213.4,0
294,53.0,59,Employés,Maison,Occupant à titre gratuit,133.0,30377.0,2009-12-30 00:00:00,2.0,2011-08-13 15:49:01,2011-08-14 15:49:01,353.53,378.2,0
295,53.0,972,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,91.95,10716.0,2003-02-06 00:00:00,1.0,2005-12-28 20:01:51,2005-12-29 20:01:51,228.13,233.02,0
296,60.0,63,Employés,Appartement,Locataire,72.79,30458.0,2013-10-05 00:00:00,1.0,2014-03-20 19:42:12,2014-03-21 19:42:12,194.46,219.72,0
297,81.0,05,Employés,Appartement,Locataire,60.22,28922.0,2010-09-30 00:00:00,3.0,2013-01-25 11:28:58,2013-01-26 11:28:58,208.87,243.25,0
298,24.0,78,Employés,Maison,Locataire,106.56,23143.0,2003-12-09 00:00:00,1.0,2007-02-06 21:08:22,2007-02-07 21:08:22,382.73,384.87,0
299,67.0,67,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,57.74,40222.0,2011-05-09 00:00:00,1.0,2013-08-10 20:40:03,2013-08-12 20:40:03,243.55,244.04,0
300,69.0,75,Agriculteurs exploitants,Maison,Propriétaire,136.55,29746.0,1997-09-10 00:00:00,4.0,2000-03-14 07:03:45,2000-06-05 07:03:45,383.54,509.75,1
301,22.0,62,Inactifs,Maison,Locataire,106.67,23990.0,2005-01-11 00:00:00,2.0,2005-08-14 05:35:43,2005-08-15 05:35:43,351.26,356.58,0
302,44.0,73,Ouvriers,Maison,Propriétaire,43.66,15468.0,2015-11-26 00:00:00,2.0,2016-07-24 01:49:58,2016-10-07 01:49:58,347.25,375.84,1
303,54.0,55,Cadres et professions intellectuelles supérieures,Maison,Locataire,116.88,13910.0,2016-09-07 00:00:00,3.0,2019-06-08 12:33:32,2019-06-27 12:33:32,363.59,391.17,0
304,56.0,02,Agriculteurs exploitants,Appartement,Locataire,53.96,17341.0,2000-07-19 00:00:00,2.0,2001-10-22 20:42:43,2001-10-23 20:42:43,220.14,222.42,0
305,58.0,95,Ouvriers,Appartement,Locataire,64.61,11992.0,2017-04-26 00:00:00,3.0,2019-04-23 02:45:39,2019-06-17 02:45:39,213.15,243.96,0
306,20.0,10,Employés,Maison,Locataire,88.99,23422.0,2012-04-01 00:00:00,3.0,2013-04-22 07:39:53,2013-09-15 07:39:53,376.35,407.14,0
307,32.0,92,Cadres et professions intellectuelles supérieures,Appartement,Locataire,43.37,20043.0,2009-10-30 00:00:00,2.0,2014-05-09 16:52:40,2014-06-02 16:52:40,203.2,213.8,0
308,59.0,22,Employés,Maison,Locataire,129.96,21744.0,2017-08-27 00:00:00,0.0,,,377.79,396.13,0
309,39.0,19,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,108.07,17680.0,1999-05-11 00:00:00,1.0,2001-02-21 16:04:19,2001-02-22 16:04:19,411.92,422.6,0
310,40.0,2B,Ouvriers,Appartement,Propriétaire,69.28,16047.0,2001-03-20 00:00:00,1.0,2002-02-11 19:59:44,2002-02-12 19:59:44,214.81,214.91,0
311,28.0,46,Ouvriers,Appartement,Locataire,51.52,16411.0,2019-06-07 00:00:00,1.0,2020-03-27 03:51:36,2020-05-17 03:51:36,217.12,220.71,0
